For PC or kiln tph,KILN SPEED (rpm),KILN AMPS ,P.H.Fan1 Speed (rpm),P.H.Fan2 Speed (rpm),PH-1 I/L temp. (oC),PH-1  I/L DRAUGHT (MMWG),PH-2 I/L temp. (oC),PH-2  I/L DRAUGHT (MMWG),P.C. O/L,Kiln inlet draught (mmwg),Kiln inlet temp. (oC),Ter. Air temp. (oC),P.C. O/L temp. (oC),P.C. O/L        CO (ppm),P.H-2 O/L CO(ppm),P.H. FAN-1 KW,P.H. FAN-2 KW,TERTIARY AIR DUCT DRAFT 1
22.1,4.47,688,828,827,275,-648.1,280,-647,10,-304,10,1051,971,122,260,286,726,11
21.5,4.47,670,827,825,270,-639.2,290,-647,11,-305,11,1045,966,81,234,312,728,11
22.4,4.47,638,827,825,268,-644.0,289,-640,12,-291,12,1021,970,69,703,590,725,11
21.6,4.07,663,827,825,291,-616.2,288,-635,13,-281,13,1028,956,90,226,269,719,11
21.5,4.07,687,817,816,300,-604.8,283,-627,14,-283,14,1055,979,81,217,252,686,11
21.4,4.07,693,818,816,303,-601.5,281,-629,15,-279,15,1079,969,98,226,260,678,11
21.7,4.19,652,817,815,309,-582.4,270,-627,16,-268,16,1085,984,67,200,252,672,11
21.7,4.47,690,818,816,302,-602.2,283,-628,17,-277,17,1066,984,136,208,252,680,11
21.7,4.35,714,818,816,303,-601.2,282,-635,18,-278,18,1082,982,379,243,477,679,11
21.8,4.35,689,823,822,292,-610.6,284,-633,19,-275,19,1080,983,119,226,252,705,11
22.2,4.19,658,822,822,306,-613.0,271,-637,20,-288,20,1052,957,72,399,825,695,11
22.3,4.24,643,823,821,293,-623.3,280,-643,21,-283,21,1014,960,84,651,946,709,11
22.3,4.47,644,822,821,298,-628.3,276,-658,22,-294,22,1029,970,816,373,564,695,11
22.1,4.47,690,822,821,298,-608.3,282,-631,23,-271,23,1061,966,153,200,243,689,11
19.3,2.98,613,737,736,296,-504.3,308,-499,0,-214,0,1001,904,35,0,269,498,11
19.2,2.98,618,737,736,303,-496.7,305,-496,1,-209,1,1002,908,26,0,260,499,11
19.2,2.98,675,722,721,299,-482.3,303,-482,2,-199,2,1003,911,339,0,260,477,11
18.8,2.97,683,722,721,301,-473.4,299,-480,3,-199,3,1023,926,20,0,252,470,11
18.8,2.97,697,722,721,303,-481.0,297,-490,4,-210,4,1032,925,43,0,278,466,11
18.5,2.97,683,722,720,304,-480.4,296,-486,5,-205,5,1024,928,43,0,295,463,11
18.5,2.97,685,722,721,302,-473.7,289,-490,6,-206,6,1046,930,20,0,278,464,11
18.8,3.09,700,722,721,304,-480.9,286,-494,7,-207,7,1012,916,234,0,286,462,11
19.8,3.26,695,722,721,297,-484.6,286,-499,8,-208,8,980,912,41,0,286,468,11
21.4,3.37,685,747,746,286,-513.4,283,-521,9,-222,9,1024,928,153,0,477,527,11
20.7,3.38,713,747,746,307,-514.6,265,-552,10,-226,10,1055,938,116,0,799,520,11
21.7,3.43,697,757,756,281,-531.6,280,-539,11,-226,11,1056,946,301,0,677,556,11
22.5,3.55,683,817,816,291,-599.8,284,-628,12,-266,12,1061,956,938,0,286,679,11
22.7,3.67,701,817,816,294,-601.7,279,-631,13,-270,13,1081,971,391,0,347,685,11
12.0,1.60,743,697,696,339,-397.8,338,-408,14,-161,14,905,874,12,0,208,399,11
13.1,2.06,655,672,671,352,-389.2,349,-391,15,-160,15,894,833,6,0,226,354,11
15.8,2.46,653,698,696,341,-427.2,322,-439,16,-175,16,886,839,0,0,304,405,11
17.4,2.86,660,727,726,327,-472.6,305,-490,17,-201,17,960,882,0,0,304,471,11
18.4,2.75,696,733,736,314,-484.0,294,-508,18,-205,18,973,880,3,269,252,485,11
20.0,2.97,715,757,756,307,-513.8,298,-527,19,-225,19,982,894,694,269,208,536,11
22.0,3.14,760,798,806,292,-576.0,280,-608,20,-260,20,989,912,1134,312,208,625,11
11.9,1.59,811,747,746,298,-494.9,295,-503,21,-218,21,973,920,3,0,130,502,11
17.5,2.57,653,707,706,310,-455.0,312,-456,22,-189,22,899,894,0,0,52,434,11
18.8,2.80,648,722,721,295,-478.3,302,-480,23,-203,23,898,899,3,0,0,463,11
20.0,2.80,680,722,721,287,-491.6,294,-490,0,-200,0,943,902,3,0,0,467,12
21.0,2.80,707,722,721,287,-485.4,289,-485,1,-201,1,965,901,0,0,78,471,12
20.6,2.80,720,722,721,294,-482.9,286,-494,2,-209,2,1001,912,211,0,0,475,12
20.9,2.80,695,722,721,302,-472.9,275,-491,3,-202,3,1017,918,35,0,0,473,12
20.7,2.97,699,722,721,292,-477.5,286,-484,4,-198,4,992,909,41,0,0,470,12
20.8,2.97,687,722,721,290,-489.4,286,-492,5,-209,5,999,927,41,0,0,479,12
20.6,2.98,683,722,721,290,-494.3,286,-505,6,-216,6,1002,922,49,0,0,477,12
20.3,2.68,737,723,721,286,-490.4,286,-497,7,-219,7,966,908,58,0,0,476,12
21.1,2.97,742,737,736,292,-514.8,275,-530,8,-226,8,1003,926,41,0,278,523,10
22.3,3.26,728,817,816,297,-600.1,276,-629,9,-280,9,984,927,122,0,312,679,10
22.6,3.26,725,817,816,298,-601.5,278,-633,10,-280,10,1019,930,139,312,460,673,10
22.5,3.37,704,837,836,299,-623.2,280,-664,11,-299,11,982,939,1317,295,339,736,10
22.3,3.43,727,838,836,298,-622.1,282,-639,12,-284,12,1038,945,148,295,399,717,10
17.0,2.75,702,697,696,323,-437.7,316,-440,13,-180,13,996,901,49,286,339,408,10
19.9,3.37,723,817,816,304,-580.3,299,-595,14,-266,14,1055,934,249,312,339,667,10
19.0,2.45,731,728,726,303,-478.7,290,-494,15,-194,15,1033,939,0,330,434,485,10
21.6,3.14,702,797,796,295,-570.2,284,-589,16,-246,16,1020,935,3,0,408,640,10
21.9,3.14,735,803,801,291,-588.8,287,-602,17,-260,17,1045,946,0,0,391,657,10
16.6,1.03,486,567,566,243,-315.8,300,-279,23,-113,23,176,102,567,234,43,247,10
20.0,2.06,576,687,686,293,-420.0,294,-427,0,-161,0,442,424,1768,217,43,398,10
21.0,2.40,622,707,707,299,-445.3,284,-462,1,-188,1,640,556,2176,269,43,441,10
22.0,2.97,735,747,740,295,-479.5,283,-495,2,-209,2,802,643,2246,391,78,556,10
21.6,3.32,731,747,746,299,-498.4,279,-522,3,-216,3,934,731,504,391,182,523,10
22.6,3.55,688,757,756,269,-539.0,295,-530,4,-224,4,954,774,1030,1068,799,558,10
22.4,3.66,708,757,761,273,-539.4,287,-541,5,-231,5,974,806,289,529,616,565,10
22.6,3.73,677,787,786,280,-572.4,280,-578,6,-255,6,973,830,1062,495,608,625,10
23.5,4.07,670,830,828,287,-628.9,280,-641,7,-270,7,1004,861,223,512,911,736,10
23.9,4.47,636,842,841,283,-652.2,284,-660,8,-296,8,979,873,1560,252,1146,769,10
24.5,4.47,636,847,846,282,-653.4,278,-659,9,-303,9,1000,883,1751,200,972,765,10
24.2,4.76,624,847,846,288,-642.6,284,-654,10,-293,10,1005,897,408,425,642,766,10
24.3,4.76,616,847,846,289,-659.9,277,-676,11,-313,11,995,902,35,43,1016,770,10
24.0,4.76,638,848,847,282,-656.7,279,-663,12,-313,12,1001,910,49,0,1016,774,11
23.6,4.76,629,848,847,283,-664.8,277,-681,13,-315,13,1015,914,32,17,799,774,11
23.2,4.76,648,848,846,276,-681.3,280,-688,14,-325,14,990,916,43,0,391,778,11
22.7,4.76,694,847,846,288,-668.7,271,-694,15,-316,15,1046,929,58,148,1172,775,11
22.7,4.76,673,848,847,289,-657.8,276,-678,16,-318,16,1027,939,84,304,1667,766,11
22.7,4.76,650,848,846,289,-661.6,277,-693,17,-320,17,1026,937,26,651,903,760,11
22.0,4.76,666,838,836,293,-642.5,276,-660,18,-303,18,1016,933,148,304,651,740,11
22.2,4.76,656,837,836,284,-641.5,281,-649,19,-295,19,1038,942,926,304,929,737,11
22.4,4.76,680,847,846,294,-640.5,277,-666,20,-299,20,1034,950,732,382,825,768,11
22.7,4.76,686,847,846,290,-654.0,285,-664,21,-294,21,1044,961,237,460,1484,772,11
22.7,4.76,682,837,836,298,-638.6,279,-656,22,-281,22,1067,971,969,234,582,747,11
23.5,4.76,697,857,856,299,-656.3,281,-676,23,-294,23,1077,970,14,200,365,798,11
22.2,4.76,714,837,846,298,-623.3,278,-663,0,-288,0,1077,983,87,234,434,731,11
22.2,4.76,662,852,850,296,-654.1,277,-678,1,-304,1,1068,980,32,226,382,782,11
22.8,4.76,659,852,850,300,-650.5,271,-684,2,-307,2,1049,966,185,477,703,758,11
22.1,4.76,680,857,856,295,-668.8,275,-695,3,-319,3,1052,958,159,278,590,780,11
22.4,4.76,629,857,856,298,-661.9,272,-691,4,-328,4,1038,946,104,226,608,775,11
11.2,1.20,573,677,676,343,-362.0,392,-355,6,-136,6,665,694,1895,174,200,357,12
19.1,3.78,731,797,796,308,-559.6,318,-559,7,-237,7,1002,865,194,200,312,616,11
18.4,3.78,752,787,786,310,-544.8,305,-550,8,-232,8,1058,920,243,226,339,604,11
21.9,4.07,724,817,815,307,-588.6,288,-620,9,-272,9,1074,946,78,425,434,673,11
22.9,4.47,753,842,841,292,-627.0,345,-602,11,-252,11,1056,892,46,260,330,751,10
22.7,4.88,671,842,841,309,-621.2,294,-637,12,-269,12,1075,942,32,217,312,741,11
